feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,Genre
-133.3956,130.5244,-11.967782,54.103146,2.5012054,37.110054,-8.781682,20.718441,-6.8565845,13.584986,-9.411343,9.995719,-1.2295183,0.71249086,-5.4159985,2.9508522,-0.9197363,0.33452156,2.3173628,-7.4731216,0.53075886,0.64989007,0.5287001,0.5199886,0.73147774,0.5609796,0.5554634,0.46724644,0.55273503,0.6744598,0.53311193,0.59577435,0.18345697,pop
-257.5058,119.13514,-14.937667,16.023497,-24.481104,-3.0618925,-13.624454,-0.07199715,-24.365294,4.5713983,-22.24264,-2.0558088,-10.546201,-7.19582,-8.199132,-0.19334196,1.9426863,0.88962245,8.524101,1.8595685,0.39288098,0.3586047,0.4788198,0.26875892,0.35106644,0.46305004,0.32994017,0.54053587,0.37810275,0.58774745,0.4181995,0.31326234,0.05560002,pop
-77.337845,114.635475,-37.83492,46.679047,-12.995153,32.577156,-17.054924,27.133081,-22.049044,18.269348,-16.194506,8.461022,-7.019739,5.375294,-4.5830493,-2.6831145,-6.6144233,-4.281739,1.3597665,-4.5723863,0.6946601,0.59450364,0.62374216,0.6015897,0.5770599,0.70101005,0.5626087,0.5774921,0.55340075,0.6329923,0.65113544,0.611406,0.16350979,pop
-181.49835,110.72317,30.765352,56.336235,5.3895426,35.012676,-12.536112,28.281292,-13.739386,24.080275,-4.8255963,9.334982,0.8862183,5.3671026,3.050096,1.3695325,-2.3932984,-4.071914,0.11146111,-3.200388,0.72447056,0.55705005,0.52161896,0.39728886,0.4403276,0.49614125,0.45593962,0.5184022,0.48156112,0.55293137,0.5550594,0.5643905,0.17245561,pop
-161.20647,138.11946,-38.01442,41.34688,-13.306149,33.919353,-17.420702,26.561142,-9.548597,14.757527,-14.988958,8.699528,0.22124045,4.9321365,-1.8906946,-0.95009476,0.5627453,-2.7207313,2.7357693,-4.530937,0.7541789,0.72558445,0.7057789,0.7242654,0.5847495,0.55554014,0.5314453,0.59915483,0.63661724,0.6161309,0.6803807,0.6810626,0.07786587,pop
-73.321915,99.2406,-17.903437,44.891197,-20.81331,31.391056,-18.396229,26.687426,-13.899034,23.947432,-12.176984,16.057571,-6.9355855,11.4538555,-3.427149,4.073744,-3.9466617,-0.7498071,-1.2948282,-2.2555203,0.7279265,0.63704556,0.64884615,0.611586,0.50784177,0.5246274,0.5664489,0.6460801,0.55349356,0.55379224,0.6055081,0.62042713,0.1938154,pop
-121.030426,81.24863,-9.31148,47.876217,-17.951107,26.692928,-15.771632,21.007572,-12.130178,20.223982,-15.765225,9.507634,-8.99071,3.7887435,-7.2995305,0.21860501,-4.231611,-2.0860307,-1.762704,-3.7322385,0.6339446,0.69672304,0.6355776,0.69204515,0.53116244,0.525937,0.5962286,0.53444654,0.5590299,0.5738546,0.69549316,0.6793229,0.14445193,pop
-79.96444,112.27133,-27.812687,48.022217,-22.517647,29.820848,-28.051573,27.47924,-18.577032,22.79751,-12.259802,5.200694,-6.5868216,5.5340843,-5.579775,0.41679284,-0.19350986,2.6531527,4.3978796,2.2815022,0.6534877,0.7142675,0.61023235,0.64298064,0.5758084,0.6070028,0.7771383,0.73067206,0.6945426,0.6681114,0.7162818,0.7111816,0.14273383,pop
-76.39382,96.17544,1.5289335,45.544506,-15.742286,39.5273,-19.843933,32.300087,-18.302776,30.849352,-17.844461,11.413198,-11.423631,8.343109,-6.4959517,5.971257,-1.1435714,2.0831885,2.8906298,1.9450684,0.6856924,0.58778477,0.55677545,0.6308568,0.5043362,0.50917447,0.4869387,0.6266884,0.7105882,0.5857729,0.6446447,0.6162243,0.20506911,pop
-51.771545,104.14993,-26.319004,36.67209,-25.487074,28.020683,-20.739988,16.55907,-21.550257,17.870974,-20.956127,9.444107,-8.612915,3.8131416,-7.610936,-0.40627882,-5.9517446,-0.09897334,2.4110906,-0.5010205,0.70811236,0.59786177,0.70422786,0.6639126,0.49656096,0.50691414,0.5384104,0.70686835,0.52252483,0.510679,0.6195962,0.6333695,0.20784324,pop
-16.354757,96.0475,-36.053253,37.92033,-23.978104,31.113098,-25.745808,29.879665,-20.771212,26.34726,-18.428871,17.062696,-10.367949,12.197411,-4.9766293,6.692709,-3.953738,1.6257951,0.92309105,-0.19081035,0.7775358,0.6127585,0.6625861,0.66399974,0.5622087,0.60360616,0.5924793,0.7084077,0.6202319,0.6045353,0.6624748,0.65218157,0.244297,pop
-49.872334,87.48572,-31.547867,43.541924,-22.320284,32.20072,-19.02639,26.634348,-14.94951,20.614971,-11.915145,14.944166,-5.6867743,11.627269,-3.1128237,5.6909456,-1.7670355,0.18286577,0.8878115,-3.1226146,0.8673146,0.7003385,0.7171369,0.7401663,0.6799917,0.6841044,0.6459975,0.7406063,0.6972052,0.6638804,0.7231418,0.7488782,0.19052772,pop
-73.266945,99.15515,-17.819435,44.81547,-20.732706,31.319012,-18.304745,26.622227,-13.838527,23.8913,-12.115406,16.005074,-6.8900704,11.408789,-3.3751576,4.038305,-3.9198558,-0.7698877,-1.2811134,-2.2746959,0.72746456,0.6380011,0.64823943,0.6120009,0.50799775,0.52420133,0.56558406,0.6459733,0.5541504,0.55319697,0.6048831,0.61929923,0.19382325,pop
-72.07585,85.64086,-7.4123793,44.881714,-19.864182,36.44642,-18.3577,25.545006,-19.638557,27.185509,-18.907234,14.526756,-12.035231,7.2499814,-6.231506,3.9185448,-4.911144,-0.4346163,-0.07793952,-0.5577709,0.70922095,0.6289508,0.6271739,0.5761876,0.5974873,0.5406024,0.5344787,0.65682155,0.5972948,0.60485584,0.5934702,0.67489195,0.20590393,pop
-68.46619,95.592026,-21.133696,40.753044,-20.484297,33.055992,-17.513855,28.012005,-14.655942,26.793644,-14.424516,12.656424,-10.102437,7.323701,-6.452541,6.20056,-3.4686728,0.4392185,2.5398922,-0.41251284,0.5916533,0.6615108,0.54288286,0.5619235,0.6222653,0.546037,0.60722125,0.60293174,0.69274986,0.6342594,0.5657184,0.6630299,0.20487936,pop
-130.90466,110.22306,20.543465,43.253056,-14.450208,32.692688,-16.439974,21.707764,-23.816278,19.055923,-17.225412,7.5152698,-11.36447,0.4302191,-11.708911,-1.3835658,-8.872843,-6.4698777,-2.0443807,-1.519401,0.5624234,0.55173063,0.654549,0.48568,0.51055807,0.43866867,0.5459554,0.6288583,0.5075307,0.54023236,0.49050817,0.5564222,0.18768433,pop
-97.77869,127.14023,-7.384039,26.108377,-18.92784,29.17275,-20.019024,15.369914,-19.512638,21.010674,-14.5941925,3.3528388,-8.6957,4.0156083,-5.4585013,1.5647242,-2.1927266,1.0494118,2.4911823,0.36263153,0.6394756,0.47070888,0.50839,0.41049647,0.49349618,0.42022327,0.47355798,0.7248166,0.5414208,0.54089266,0.4268261,0.5712732,0.19428177,pop
-102.33128,115.174286,-16.462555,41.23562,-11.681055,32.94219,-16.72591,21.048948,-14.771341,21.660074,-14.528906,7.1361175,-11.030493,2.6107404,-8.714426,1.6108906,-5.695971,-1.5512675,0.42437097,-3.304093,0.5427453,0.6398702,0.6953382,0.54380256,0.53359777,0.52970386,0.65891814,0.61215246,0.57740647,0.6824825,0.5917107,0.6272268,0.15665346,pop
-73.41731,108.561714,-14.895198,45.328754,-20.002865,35.485336,-19.215126,28.303543,-14.856885,21.926996,-14.707196,14.405261,-11.199755,5.082612,-8.01717,1.5785261,-4.1900816,0.1429659,3.1885645,-0.5688165,0.5744856,0.51331246,0.623033,0.67282104,0.51993513,0.56838924,0.53300625,0.6709882,0.5555573,0.51705784,0.64113694,0.5353892,0.19259095,pop
-66.76723,105.06508,-6.5757265,41.59891,-13.812667,37.06934,-19.863564,31.840754,-16.37896,21.418505,-15.330898,10.636807,-5.9996133,7.766751,-1.1718445,5.70974,-2.7280958,0.280493,2.3991048,-1.3387779,0.61759377,0.6861973,0.5411962,0.55899477,0.49965915,0.50713456,0.47676352,0.526103,0.68483293,0.54488534,0.57619935,0.54710567,0.23246883,pop
-45.51502,106.696335,-34.414112,29.164911,-26.799553,26.88063,-26.058857,22.675243,-19.43666,17.942556,-15.9782,10.790469,-8.609017,9.425905,-3.30451,2.8441846,-4.246587,1.1154647,0.075702675,0.15926029,0.6433854,0.75412333,0.5404194,0.60205984,0.48945582,0.600441,0.5255603,0.5430438,0.7081904,0.5604366,0.64810014,0.5357265,0.20101173,pop
-46.44569,105.74944,-33.359257,28.719133,-28.102587,26.97516,-26.153255,23.054794,-19.932972,18.744192,-16.10437,10.849054,-8.794247,9.5870285,-3.8563333,2.260532,-4.0827837,1.7497224,0.15237549,-0.016963482,0.65703374,0.75680393,0.54773605,0.60675484,0.49752063,0.60652715,0.53423786,0.55744165,0.7146931,0.57316065,0.65214247,0.54886544,0.19621761,pop
-140.5126,75.32978,-11.0989895,42.94724,-13.300245,32.35363,-25.195414,26.256105,-20.238657,22.187351,-17.42031,15.977427,-9.667321,10.71911,-8.002016,5.1348476,-4.8223495,1.2503456,-1.2228603,-1.8005615,0.67896956,0.7418163,0.6095946,0.63438433,0.60490525,0.5279109,0.5783274,0.5933297,0.66296,0.57268614,0.6017857,0.67973924,0.09384435,pop
-95.817986,107.64365,-41.240112,37.18117,-26.501595,35.648937,-16.971565,19.891985,-16.263111,19.011806,-13.179396,7.5072837,-8.932278,8.419502,-3.7263498,3.5057068,-2.1853852,-1.1257166,0.4869446,-3.900302,0.764122,0.5928399,0.6061424,0.56737024,0.5903574,0.60406405,0.63642377,0.72369355,0.63120157,0.6633407,0.6047962,0.6977523,0.1393758,pop
-85.93735,109.8401,-2.5989034,34.586582,-22.57509,28.7859,-26.001078,22.701565,-17.64082,20.309397,-19.495853,8.985151,-12.413121,5.025247,-6.66391,3.0820913,-7.3675394,-3.1474302,-2.1072793,-2.3471649,0.6168619,0.51585466,0.5859928,0.52070606,0.5059325,0.6599771,0.5112509,0.53666216,0.4972376,0.6372159,0.67577654,0.52188945,0.1851825,pop
-4.956085,105.62986,-36.44557,31.01539,-26.508255,33.03991,-23.70086,29.511118,-16.960924,25.341492,-16.36028,14.414296,-10.708758,11.277364,-4.535882,9.05605,-1.0487041,3.6636155,0.85538226,-1.5430315,0.61140275,0.6615326,0.57988966,0.6778234,0.58370763,0.5250007,0.6272053,0.5992148,0.7119553,0.58247703,0.70643497,0.72536355,0.27934507,pop
-70.47237,107.86808,-5.82345,44.951164,-4.827822,31.972523,-19.404272,24.653189,-17.23031,26.689169,-14.007671,14.892003,-6.807383,12.229547,-4.650148,5.846755,-1.0427762,0.40085295,-0.9002175,-0.9820464,0.6497215,0.5849385,0.6466987,0.5545359,0.5995205,0.54148793,0.5264777,0.58915794,0.5491794,0.6079504,0.5462546,0.64598775,0.25357455,pop
-24.141394,100.026405,-33.952393,41.51059,-25.70063,34.90089,-20.948341,24.28588,-15.228013,24.471563,-12.019618,15.551418,-8.000679,11.625014,-4.1577444,5.036655,-3.3298345,-1.3398303,0.26489973,-3.0531836,0.74392796,0.6897475,0.683184,0.6446722,0.5871811,0.5956397,0.6265808,0.708554,0.66641223,0.6806276,0.68732405,0.6882927,0.23861018,pop
-43.379246,93.81062,-32.503555,42.051804,-19.266424,32.01232,-22.952353,26.639803,-15.302255,21.805159,-12.822528,15.036832,-8.127815,8.168253,-7.3667464,4.381387,-2.0189376,1.6400313,4.2336793,-0.2610039,0.6025734,0.7114037,0.5629068,0.6199224,0.6779858,0.5622192,0.612741,0.5718043,0.70637006,0.62538457,0.57899994,0.618719,0.21899399,pop
-46.305195,85.55606,3.974131,47.232616,-16.743803,34.006462,-14.849392,30.27778,-22.171804,34.733574,-17.5793,20.012815,-10.301994,7.3967857,-9.40742,4.2882085,-4.3176737,2.911767,2.2220426,-0.25585306,0.635811,0.62385046,0.5704469,0.64239424,0.5769997,0.47818807,0.5404114,0.52031827,0.6608938,0.5623983,0.58936894,0.70871633,0.27236265,pop
-99.543015,140.97868,-26.749203,38.470886,-2.6629224,17.000088,-14.742126,18.655478,-13.094974,14.270346,-13.88261,8.816255,-0.73332244,2.450463,-1.3809202,7.2341156,2.0203369,-1.8049299,2.447409,-2.7739415,0.49448684,0.44405973,0.59994364,0.5283757,0.39706597,0.5205883,0.37233067,0.4344554,0.3560078,0.46194485,0.6910392,0.44231862,0.19889143,pop
-225.60817,126.199554,6.146394,32.05766,-11.581422,27.868841,-27.55805,22.549877,-18.108053,0.8025652,-0.65149724,2.0121093,-11.189414,0.29028863,-13.732394,-4.4897127,-4.5262537,-8.563106,-1.0069396,-4.2204638,0.41186285,0.40209612,0.58289206,0.4792651,0.4116751,0.5778832,0.43775964,0.44085768,0.3824405,0.47571412,0.49201852,0.37595597,0.083077796,pop
-63.78259,101.142105,-19.517962,51.447353,-10.068248,29.677752,-13.693478,28.03607,-18.873587,23.279896,-14.919987,13.128845,-8.100259,4.6726947,-4.931774,2.356553,-4.9936085,-3.2867382,-3.0895412,-4.4931855,0.59195495,0.67990166,0.5499505,0.62384874,0.6612333,0.49534974,0.55195934,0.56371814,0.6605999,0.54269874,0.5888215,0.6309631,0.22151914,pop
-76.046135,98.82497,-16.649382,62.402054,-13.816757,40.448936,-8.206297,30.963657,-12.032536,20.39605,-2.9159982,10.12233,-4.2949824,7.7380548,0.36698642,3.599152,1.43867,0.3439465,4.548683,-0.03374557,0.6361902,0.7472026,0.60141927,0.6212728,0.5427743,0.70127434,0.7039299,0.62362754,0.67785984,0.6091935,0.70135194,0.63736147,0.2530448,pop
-74.63002,87.26082,-33.458122,47.911156,-10.906718,30.37514,-9.732935,25.311455,-14.82973,24.8548,-11.0515375,11.864249,-6.241045,5.02994,-8.133549,4.397459,-2.2881668,1.7652917,2.7619498,0.27173677,0.68265915,0.6414684,0.6589594,0.67516124,0.58395404,0.58198595,0.63063526,0.7454047,0.6723691,0.59627295,0.6805874,0.677026,0.22060135,pop
-97.64172,110.97443,-9.959174,35.052868,-11.359197,24.19863,-12.5677,24.472073,-18.931425,22.089897,-16.35411,9.503026,-9.737051,4.6499505,-8.09374,4.5065312,0.93287534,4.6501555,7.6785035,3.3889086,0.6370078,0.6004689,0.55975944,0.594733,0.5318738,0.6645095,0.5320409,0.6612253,0.70943016,0.59038013,0.639419,0.5746733,0.20020977,pop
-98.4605,111.4419,-9.792544,34.97706,-11.260368,24.171064,-12.618608,24.913122,-19.132639,22.513891,-16.76656,9.742815,-9.772499,4.7349224,-8.237676,4.384169,0.8463927,4.6278353,7.719892,3.6074085,0.6374815,0.6019003,0.559187,0.5923498,0.52911246,0.6584379,0.52536225,0.6599718,0.70964223,0.59145147,0.6412547,0.57498014,0.20123945,pop
-71.01501,100.92659,-16.15441,36.037598,-14.685645,33.176445,-12.08044,23.426447,-12.674723,23.303852,-12.506252,14.261967,-10.906203,11.000978,-6.5412836,5.302982,-3.0035975,0.8350556,5.2768292,2.6037235,0.616344,0.6455508,0.7199268,0.5514931,0.5350928,0.5812449,0.62181985,0.7583632,0.6061316,0.59739786,0.60329914,0.584232,0.2129156,pop
-78.44151,79.14839,-16.327436,31.804941,-16.64572,36.212227,-11.196268,27.10898,-15.628221,29.085749,-15.63971,14.083935,-5.7566233,18.08326,-2.3909218,8.258328,-2.5341702,1.4709369,2.4686553,1.8657281,0.7529655,0.7041158,0.74947274,0.53272444,0.49525672,0.53562105,0.55728585,0.6370657,0.60123014,0.6977576,0.65606385,0.6963607,0.15113369,pop
-191.62334,128.1247,11.871264,41.61992,-3.0501428,13.220195,-7.752213,17.947136,-16.991224,18.089987,-15.864569,-2.155018,-2.939804,-0.35885838,-6.6808133,-2.6932557,-6.9305596,-0.9813942,-2.558847,-5.0261583,0.47945514,0.60272276,0.43104097,0.46246967,0.36823955,0.48989636,0.58012277,0.46226308,0.5292652,0.46272072,0.5456131,0.5033202,0.14680994,pop
-103.57062,96.65343,-4.169729,52.93729,-10.188536,27.69403,-8.069423,26.14984,-18.504393,22.429636,-12.185201,15.925339,-7.292389,8.95262,-4.174121,-0.56285465,-3.8257606,-0.70403284,0.6680356,-2.399864,0.65839845,0.70987177,0.6072077,0.5380663,0.58674526,0.55234885,0.5809469,0.543179,0.5890779,0.63891315,0.58920103,0.665259,0.20583966,pop
-43.415146,81.47078,-22.735401,44.510654,-21.361557,35.03682,-17.166872,27.326778,-18.114613,28.6501,-16.99331,19.544569,-14.364403,16.300468,-9.286116,9.221909,-6.868954,4.6461654,3.9041135,4.409461,0.6688274,0.7052547,0.7365754,0.57848674,0.5612556,0.59342724,0.64920014,0.7640996,0.6466327,0.63314575,0.6213694,0.6279062,0.20351392,pop
-66.565636,67.09506,-21.118109,43.10699,-12.147992,35.591644,-4.5961833,35.39799,-10.439439,36.25237,-9.657972,13.86026,-7.393253,6.1241455,-0.21593554,11.218339,6.610889,9.218986,5.495502,-1.7963988,0.6944868,0.6800596,0.6522358,0.65035623,0.61934316,0.6144441,0.65491116,0.69147366,0.729469,0.72986263,0.80952954,0.7328676,0.31655213,pop
-166.71228,87.90293,-41.04798,1.4213063,-31.429934,-10.360701,-17.980093,0.53357744,-36.74469,11.858138,-30.118473,-11.226385,-21.223036,-11.717267,-9.778665,-10.542509,-11.617979,-11.576771,-8.11917,-6.041438,0.4561583,0.40852892,0.4012228,0.41012216,0.42503083,0.4504298,0.5428848,0.47473145,0.43998447,0.4831184,0.522833,0.5690751,0.17119713,pop
-72.50375,87.18485,-3.0196426,45.784584,-18.540344,22.346344,-16.672304,24.317707,-16.258612,28.546331,-15.418182,14.843305,-12.144963,10.538273,-4.0070057,0.39689332,-2.7622588,-4.3809986,0.37016848,-2.3171904,0.733693,0.65245795,0.5905974,0.6078915,0.5373918,0.5303393,0.50423527,0.6585931,0.54449034,0.4816171,0.57650477,0.6014033,0.27007976,pop
-83.067535,67.7501,-17.952454,24.677334,-26.7807,32.954803,-21.922993,26.847267,-14.230074,26.027788,-13.868918,17.174065,-7.8223495,9.018372,-3.0243447,1.90491,-3.8360605,-0.6889304,-1.8021189,-7.623579,0.6827345,0.7066163,0.65183115,0.6145632,0.5291763,0.48320305,0.5158698,0.5600145,0.64562154,0.6212855,0.64849263,0.74647003,0.23640843,pop
-106.186935,65.73637,-9.388591,53.8614,-6.834683,29.834013,-10.611694,27.522562,-13.452818,24.198624,-10.709267,17.069132,-4.764377,8.8153925,-4.2687006,2.332586,-0.66912204,3.6274102,1.7493131,-1.5948862,0.6849031,0.6855435,0.63043046,0.70617336,0.5454567,0.49674892,0.5376365,0.6322297,0.74679583,0.64406174,0.6185253,0.61295176,0.24526317,pop
-65.936714,65.22246,-20.529821,44.57644,-12.156822,35.854004,-4.295077,34.63191,-9.2290125,35.29302,-9.451723,13.788246,-7.892442,7.240278,-0.49214754,11.00249,7.160419,9.025944,6.2243433,-1.906724,0.68101543,0.66654354,0.6361566,0.64245445,0.6034801,0.61034745,0.6447714,0.67783487,0.7184575,0.72619486,0.80690545,0.7036166,0.32441828,pop
-113.14285,94.49152,-38.842506,39.529095,-19.972013,20.735617,-14.863636,17.084455,-17.69563,15.425024,-15.7416725,4.2327332,-10.383229,1.204058,-7.5864697,-1.7793108,-2.476281,1.0648774,4.550377,-0.015238208,0.5795912,0.7031445,0.56380075,0.4638424,0.46230805,0.44401926,0.5787187,0.5032066,0.5950879,0.58196545,0.4946314,0.5359515,0.16568698,pop
-103.84119,62.493984,-10.3452015,55.568794,-8.111336,30.525894,-10.516302,27.49539,-13.4819765,24.16894,-10.8638115,17.203772,-4.863995,9.305395,-4.2505555,2.8852696,-0.71775526,3.2260892,1.8663968,-1.6404517,0.6880588,0.68967205,0.6354941,0.711445,0.5511891,0.5016702,0.5414386,0.63286436,0.748062,0.64867103,0.62430096,0.61951774,0.24699587,pop
-72.50375,87.18485,-3.0196426,45.784584,-18.540344,22.346344,-16.672304,24.317707,-16.258612,28.546331,-15.418182,14.843305,-12.144963,10.538273,-4.0070057,0.39689332,-2.7622588,-4.3809986,0.37016848,-2.3171904,0.733693,0.65245795,0.5905974,0.6078915,0.5373918,0.5303393,0.50423527,0.6585931,0.54449034,0.4816171,0.57650477,0.6014033,0.27007976,pop
-90.00006,94.46373,-22.09509,54.749535,-1.7459874,15.67884,-8.466952,22.840937,-13.2293005,27.506021,-15.653658,4.2004166,-11.365633,6.1715713,0.41550836,1.35104,0.96946365,1.9372197,2.2678137,-5.212569,0.6527179,0.6001573,0.601661,0.51533943,0.51601493,0.52769107,0.6407771,0.6932356,0.6777582,0.80600005,0.7415948,0.7555275,0.21822022,pop
-31.39319,97.30851,-22.74764,53.14231,-19.449944,34.230473,-17.055372,23.467375,-14.606624,28.398043,-12.9858055,5.4247265,-10.307804,2.578295,-1.1539601,6.6475577,10.839593,13.01935,9.683473,-2.852035,0.4217835,0.3907765,0.41127783,0.45409936,0.3740764,0.40557706,0.47595894,0.6631811,0.7833305,0.5303843,0.51797456,0.49514642,0.39694715,pop
-148.88821,145.37411,-20.561495,31.943249,-15.564424,22.862799,-21.147718,18.013391,-11.483618,15.897576,-7.4452806,9.625362,-5.521225,0.33260068,-5.178914,-6.0284624,-1.8525215,-3.9831088,0.17555115,0.32749584,0.5742973,0.44611284,0.5046401,0.44081697,0.47223583,0.6362656,0.5711949,0.64582485,0.48238817,0.4052192,0.4641219,0.4438594,0.12572725,pop
-111.22519,62.378788,-36.152473,26.493328,-27.07753,16.082693,-22.119308,23.20839,-24.054373,16.965137,-14.443627,-0.74730897,-11.853208,4.964699,-1.3540375,6.612438,11.654254,6.444362,4.831444,-6.9915237,0.53352505,0.4641843,0.44846484,0.47583753,0.45150247,0.41940054,0.45403627,0.5542337,0.67517865,0.6597488,0.67150706,0.5860611,0.1671884,pop
-134.42207,113.1087,-19.689003,38.80529,-18.472809,25.627876,-20.625467,11.26538,-14.985239,13.804563,-12.722981,0.68082595,-6.9143534,1.6416333,-5.801264,2.3411999,1.0530355,-1.0736495,2.5019531,-3.8388553,0.6154289,0.5005394,0.502714,0.47997922,0.48031902,0.6137417,0.5707981,0.6948511,0.6014429,0.6131742,0.63950175,0.54651135,0.13259716,pop
-89.31098,109.84852,13.341726,46.670666,-13.288492,37.494686,-12.201052,28.946686,-18.192444,28.605822,-11.534535,12.681549,-4.3613076,6.215696,-5.7828217,2.3424256,-7.4050317,-2.435589,0.08339477,-1.6003306,0.5918765,0.5372666,0.5699628,0.50570804,0.56474274,0.58817524,0.4849501,0.5154738,0.5173212,0.5643368,0.53351945,0.5627765,0.24147603,pop
-78.97438,70.76061,-18.100945,48.11948,-12.371423,34.938663,-20.558578,28.222672,-22.490795,22.203285,-18.064903,12.016958,-8.594974,7.452301,-5.456331,2.0867476,-1.7943101,2.6636868,2.878089,3.1859608,0.6649157,0.66000056,0.7330879,0.6260741,0.6136899,0.5598472,0.6188273,0.71102256,0.63797,0.6762125,0.67039746,0.7229023,0.1883075,pop
-55.45594,85.22446,-30.017939,41.96281,-22.405283,23.35345,-17.287128,18.99109,-21.571316,18.191015,-16.589281,2.6226447,-11.122892,1.915504,-7.079081,-5.0304556,-3.6365502,-2.61979,0.14277354,3.1234682,0.61131036,0.64460546,0.62042916,0.58327705,0.6071385,0.59635425,0.75425273,0.6064742,0.60347086,0.6592685,0.63706744,0.6667803,0.24260238,pop
